From	Entry	Reviewed
NP_055202.1	O43561	reviewed
NP_055202.1	A0A024QZD6	unreviewed
NP_057737.2	Q9NYL2	reviewed
NP_036406.1	O75409	reviewed
NP_006574.1	O14718	reviewed
NP_000575.1	P10145	reviewed
NP_000575.1	A0A024RDA5	unreviewed
NP_056528.2	Q7LG56	reviewed
NP_002799.3	Q13200	reviewed
NP_060273.1	Q9NX74	reviewed
NP_060273.1	A0A024R6Z7	unreviewed
NP_001008395.1	Q8N140	reviewed
NP_001008395.1	A0A140VJI9	unreviewed
NP_848613.1	Q8N9M5	reviewed
NP_110385.1	Q969R2	reviewed
NP_001307.2	P55060	reviewed
NP_001307.2	A0A384NKW7	unreviewed
NP_076872.1	O75712	reviewed
NP_076872.1	A0A654ICK0	unreviewed
NP_005879.1	Q00325	reviewed
NP_005879.1	A0A024RBH9	unreviewed
NP_005879.1	Q6MZF9	unreviewed
NP_689837.2	Q8IU60	reviewed
NP_005152.1	P35414	reviewed
NP_005152.1	B2RDH3	unreviewed
NP_005152.1	B3KQN4	unreviewed
NP_001003699.1	Q92766	reviewed
NP_031377.2	Q13201	reviewed
NP_891993.1	P22694	reviewed
NP_060910.3	Q9NWQ8	reviewed
NP_004951.1	P35637	reviewed
NP_004951.1	Q6IBQ5	unreviewed
NP_001942.2	Q15329	reviewed
NP_002065.1	P62873	reviewed
NP_002065.1	A0A140VJJ8	unreviewed
NP_001751.1	P30281	reviewed
NP_005151.2	P35626	reviewed
NP_005151.2	A0A024R1D8	unreviewed
NP_005151.2	Q8N433	unreviewed
NP_004281.1	Q9UBS8	reviewed
NP_689952.1	P31269	reviewed
NP_002566.1	P05120	reviewed
NP_000329.2	Q13621	reviewed
NP_000329.2	Q8IUN5	unreviewed
NP_689620.2	Q8TAA5	reviewed
NP_695003.1	Q8WV41	reviewed
NP_001002878.1	Q13769	reviewed
NP_001002878.1	A0A024R1D6	unreviewed
NP_036430.1	O75155	reviewed
NP_065831.1	Q9P2K9	reviewed
NP_002179.2	P35225	reviewed
NP_003861.1	P46940	reviewed
NP_003861.1	A0A024RC65	unreviewed
NP_001014.1	P60866	reviewed
NP_001687.1	P36543	reviewed
NP_001687.1	Q53Y06	unreviewed
NP_057446.1	Q9UBU3	reviewed
NP_705694.2	P13646	reviewed
NP_705694.2	A1A4E9	unreviewed
NP_003603.1	O75326	reviewed
NP_003603.1	B3KMH6	unreviewed
NP_004603.1	P36897	reviewed
NP_004603.1	B4DXN7	unreviewed
NP_004603.1	Q5T7S2	unreviewed
NP_006603.2	O43896	reviewed
NP_065937.1	Q96RU2	reviewed
NP_003127.1	P61011	reviewed
NP_003709.3	Q14004	reviewed
NP_003709.3	A0A024RA85	unreviewed
NP_003709.3	Q9BVE2	unreviewed
NP_056194.1	O95415	reviewed
NP_663768.1	Q9BWW4	reviewed
NP_065811.1	Q9P2P5	reviewed
NP_004044.3	Q13895	reviewed
NP_000013.2	P00813	reviewed
NP_000013.2	A0A0S2Z381	unreviewed
NP_000275.1	P08559	reviewed
NP_000275.1	A0A024RBX9	unreviewed
NP_644808.1	Q8NI22	reviewed
NP_004495.2	P52594	reviewed
NP_004495.2	A0A0S2Z444	unreviewed
NP_005979.1	P35326	reviewed
NP_005026.3	O00411	reviewed
NP_005026.3	Q4G0F4	unreviewed
NP_000092.2	P13498	reviewed
NP_000092.2	B4DT46	unreviewed
NP_061872.2	Q9H7U1	reviewed
NP_000998.1	P62701	reviewed
NP_000998.1	B2R491	unreviewed
NP_002734.2	P14314	reviewed
NP_000046.1	P06276	reviewed
NP_000060.2	Q13698	reviewed
NP_067674.2	P12318	reviewed
NP_000971.1	Q02543	reviewed
NP_036415.1	Q9UJ96	reviewed
NP_002481.2	P56556	reviewed
NP_002481.2	A0A2Y9D025	unreviewed
NP_000233.1	P11226	reviewed
NP_036347.1	O60502	reviewed
NP_036365.1	Q15042	reviewed
NP_036365.1	B9A6J2	unreviewed
NP_079524.2	Q9C0H9	reviewed
NP_036367.2	Q12770	reviewed
NP_653265.3	Q5HYJ3	reviewed
NP_068708.1	Q9NRC1	reviewed
NP_068708.1	X5DRA0	unreviewed
NP_004682.2	P61421	reviewed
NP_000322.2	P0DJI8	reviewed
NP_005931.2	P24347	reviewed
NP_005931.2	B3KQS8	unreviewed
NP_001220.2	P55211	reviewed
NP_005842.1	O75956	reviewed
NP_005842.1	Q6IAV4	unreviewed
NP_006556.1	P49711	reviewed
NP_689890.1	Q8NAM6	reviewed
NP_001551.1	P78552	reviewed
NP_001030025.1	Q92834	reviewed
NP_061121.2	Q9P0L1	reviewed
NP_004810.2	Q92797	reviewed
NP_004810.2	A0A024R0R6	unreviewed
NP_000651.3	P01137	reviewed
NP_000651.3	A0A499FJK2	unreviewed
NP_000543.2	P04275	reviewed
NP_004942.1	P32249	reviewed
NP_004942.1	A0A024RDX2	unreviewed
NP_005209.1	P60022	reviewed
NP_003495.1	O75419	reviewed
NP_000680.2	P00352	reviewed
NP_000680.2	V9HW83	unreviewed
NP_003621.1	P56589	reviewed
NP_000937.1	P49642	reviewed
NP_005633.2	Q15545	reviewed
NP_055154.3	Q96F46	reviewed
NP_001004067.1	P69849	reviewed
NP_001004067.1	Q1LZN2	unreviewed
NP_005135.2	O43593	reviewed
NP_057589.2	Q9NP64	reviewed
NP_057589.2	B4DYA9	unreviewed
NP_060421.2	Q9NXE4	reviewed
NP_004114.1	P09681	reviewed
NP_060284.1	Q9NX61	reviewed
NP_000499.1	P02671	reviewed
NP_004569.2	P20338	reviewed
NP_004569.2	A0A024R3U9	unreviewed
NP_542403.1	Q96KR7	reviewed
NP_006302.2	O75376	reviewed
NP_006302.2	A0A024RD47	unreviewed
NP_009102.3	Q9Y6A1	reviewed
NP_848930.1	Q96KC2	reviewed
NP_848930.1	B0YIW9	unreviewed
NP_001705.2	Q96G01	reviewed
NP_004454.2	P98174	reviewed
NP_004454.2	A0A024R9Y5	unreviewed
NP_003477.4	Q01650	reviewed
NP_001040.1	P30872	reviewed
NP_001040.1	Q86SW9	unreviewed
NP_002794.1	P35998	reviewed
NP_002794.1	A0A140VK70	unreviewed
NP_002167.1	P01574	reviewed
NP_002167.1	A0A7R8GV38	unreviewed
NP_004550.2	P67809	reviewed
NP_002496.1	P23511	reviewed
NP_005590.1	Q02577	reviewed
NP_005590.1	A1PLF1	unreviewed
NP_005917.2	P55081	reviewed
NP_055135.1	Q9Y5Z4	reviewed
NP_000391.1	P18074	reviewed
NP_005556.1	Q13094	reviewed
NP_203123.1	P56539	reviewed
NP_783863.4	Q8IVF7	reviewed
NP_055365.2	Q9BWT7	reviewed
NP_115514.2	Q8WVZ9	reviewed
NP_001814.2	P12277	reviewed
NP_001814.2	V9HWH2	unreviewed
NP_006090.2	Q9Y6X2	reviewed
NP_006090.2	B3KNI3	unreviewed
NP_057951.1	Q9UKM9	reviewed
NP_057951.1	Q53GL6	unreviewed
NP_001017915.1	Q92835	reviewed
NP_003338.1	P68036	reviewed
NP_003338.1	A0A024R1A4	unreviewed
NP_113584.3	Q7Z6Z7	reviewed
NP_113584.3	A0A024R9W5	unreviewed
NP_002821.1	P29074	reviewed
NP_009185.2	Q96T60	reviewed
NP_002515.1	P01111	reviewed
NP_002515.1	Q5U091	unreviewed
NP_000234.1	O15553	reviewed
NP_057622.1	Q9NRC8	reviewed
NP_115729.1	Q9BRG1	reviewed
NP_115729.1	A0A024R1X3	unreviewed
NP_001005464.1	Q71DI3	reviewed
NP_001827.1	P23946	reviewed
NP_001827.1	Q4FEB3	unreviewed
NP_057197.2	Q9Y5S1	reviewed
NP_001168.1	P40616	reviewed
NP_057167.2	P21554	reviewed
NP_057167.2	S5TLS4	unreviewed
NP_005820.1	P59780	reviewed
NP_005820.1	A0A024RC62	unreviewed
NP_898880.1	Q9UK41	reviewed
NP_004369.1	P29762	reviewed
NP_004369.1	F1T0F7	unreviewed
NP_004822.2	O95402	reviewed
NP_005942.1	P80294	reviewed
NP_005942.1	A0A140VJP7	unreviewed
NP_003244.2	Q13009	reviewed
NP_003244.2	A0A2X0TW27	unreviewed
NP_835455.1	Q7RTS3	reviewed
NP_071319.2	Q9NQ84	reviewed
NP_071319.2	A0A0C4DFY5	unreviewed
NP_071319.2	Q9BSP0	unreviewed
NP_055180.1	Q9UJY1	reviewed
NP_001542.1	P78318	reviewed
NP_078951.2	Q86YC2	reviewed
NP_000061.1	P20807	reviewed
NP_037362.1	P25063	reviewed
NP_002659.1	Q04941	reviewed
NP_002659.1	A0A024QYW3	unreviewed
NP_004121.2	P46976	reviewed
NP_000313.2	P23942	reviewed
NP_005902.1	P31153	reviewed
NP_005902.1	A0A140VJP5	unreviewed
NP_787048.1	P40222	reviewed
NP_002726.1	P31321	reviewed
NP_944494.1	P18507	reviewed
NP_003357.2	P22695	reviewed
NP_002558.1	P30086	reviewed
NP_002558.1	D9IAI1	unreviewed
NP_002700.1	P62140	reviewed
NP_002700.1	V9HW04	unreviewed
NP_000883.2	P03952	reviewed
NP_000883.2	A8K9A9	unreviewed
NP_000098.1	Q92466	reviewed
NP_001013416.1	P17936	reviewed
NP_037364.1	O75340	reviewed
NP_037364.1	Q53FC3	unreviewed
NP_002134.2	P84074	reviewed
NP_000242.1	P43246	reviewed
NP_060912.2	Q58WW2	reviewed
NP_001334.2	P98082	reviewed
NP_001334.2	A0A024R036	unreviewed
NP_001334.2	B2RAW0	unreviewed
NP_113680.1	Q9BQ04	reviewed
NP_056469.2	Q9BTE0	reviewed
NP_002522.2	P30989	reviewed
NP_060691.2	Q9H8S9	reviewed
NP_000980.1	P62888	reviewed
NP_000980.1	A0A024R9D3	unreviewed
NP_005833.1	O43597	reviewed
NP_078812.2	Q8IZ52	reviewed
NP_008990.2	Q9Y664	reviewed
NP_008990.2	A0A384NLB4	unreviewed
NP_004632.1	P55197	reviewed
NP_004632.1	Q59EQ6	unreviewed
NP_004632.1	Q6N002	unreviewed
NP_116045.2	Q8IY37	reviewed
NP_434700.2	Q9H257	reviewed
NP_434700.2	A0A024R8F1	unreviewed
NP_996994.1	Q9NWF9	reviewed
NP_996994.1	A8K8N1	unreviewed
NP_000611.1	P29475	reviewed
NP_000611.1	A0PJJ7	unreviewed
NP_000611.1	B3VK56	unreviewed
NP_000611.1	B4DG68	unreviewed
NP_056411.1	Q9UKR3	reviewed
NP_056411.1	A0A1R3UCE9	unreviewed
NP_005646.1	Q13118	reviewed
NP_060559.2	Q9H8Y5	reviewed
NP_478123.1	O43502	reviewed
NP_116024.1	Q9BVK8	reviewed
NP_057237.1	Q9UBD0	reviewed
NP_057237.1	A0A140VK21	unreviewed
NP_848526.1	Q96IK5	reviewed
NP_848526.1	Q53SE7	unreviewed
NP_005561.1	P49257	reviewed
NP_005561.1	A0A024R2A7	unreviewed
NP_001129.1	O00253	reviewed
NP_001129.1	C6SUN5	unreviewed
NP_000155.1	P48546	reviewed
NP_000614.1	P30411	reviewed
NP_060062.1	Q9NX70	reviewed
NP_060062.1	B4DUA7	unreviewed
NP_036293.1	Q9UKA1	reviewed
NP_067680.3	Q9UJ04	reviewed
NP_004953.1	P55107	reviewed
NP_000738.2	P11230	reviewed
NP_114407.3	Q9H040	reviewed
NP_114407.3	A0A024R3U2	unreviewed
NP_079485.1	Q9H2F5	reviewed
NP_001958.2	Q14240	reviewed
NP_997657.1	Q13098	reviewed
NP_203755.1	Q8IWB1	reviewed
NP_000523.2	P05166	reviewed
NP_001602.1	P13686	reviewed
NP_001602.1	A0A024R7F8	unreviewed
NP_003666.1	Q99633	reviewed
NP_064706.1	Q99583	reviewed
NP_690001.3	Q7Z6G8	reviewed
NP_000933.1	P23284	reviewed
NP_116260.2	Q969Z4	reviewed
NP_116260.2	A0A024R5N3	unreviewed
NP_000956.2	P10826	reviewed
NP_000956.2	F1D8S6	unreviewed
NP_000956.2	Q86UC5	unreviewed
NP_000289.1	P30613	reviewed
NP_002288.1	P31025	reviewed
NP_002288.1	A0A024R8D7	unreviewed
NP_002008.2	Q01543	reviewed
NP_002008.2	A0A024R3M5	unreviewed
NP_002431.2	O15457	reviewed
NP_006817.1	P27348	reviewed
NP_002572.2	Q13219	reviewed
NP_002572.2	B4DTA8	unreviewed
NP_002572.2	Q7Z613	unreviewed
NP_001102.2	P55265	reviewed
NP_061828.1	P0CG47	reviewed
NP_061828.1	Q5U5U6	unreviewed
NP_000704.1	P30043	reviewed
NP_000704.1	V9HWI1	unreviewed
NP_001166.3	P52566	reviewed
NP_001166.3	A0A024RAS5	unreviewed
NP_699202.1	Q8N448	reviewed
NP_004337.2	P42574	reviewed
NP_001280.3	O15247	reviewed
NP_003831.2	Q9UBN6	reviewed
NP_006147.1	Q15843	reviewed
NP_000199.2	P06213	reviewed
NP_057572.5	Q8NEY8	reviewed
NP_003293.2	Q15654	reviewed
NP_001073898.1	Q9P1Y5	reviewed
NP_006861.1	P60981	reviewed
NP_006861.1	V9HWA6	unreviewed
NP_064578.2	Q7Z589	reviewed
NP_076425.1	P82930	reviewed
NP_003873.1	O95388	reviewed
NP_004834.1	Q6UWB1	reviewed
NP_001828.1	P51677	reviewed
NP_001828.1	A1LPE5	unreviewed
NP_001828.1	Q8TDP5	unreviewed
NP_001878.1	P53674	reviewed
NP_005751.2	Q03701	reviewed
NP_071640.1	P25021	reviewed
NP_055317.1	Q9UMS4	reviewed
NP_002110.1	P06340	reviewed
NP_002110.1	A0A1V0E3M7	unreviewed
NP_002110.1	A0A1V0E3N1	unreviewed
NP_002110.1	A0A1V0E3N3	unreviewed
NP_002110.1	A0A1V0E3N6	unreviewed
NP_002110.1	A0A1V0E3N7	unreviewed
NP_002110.1	A0A1V0E3P0	unreviewed
NP_002110.1	A0A1V0E3P1	unreviewed
NP_002110.1	A0A1V0E3P3	unreviewed
NP_002110.1	A0A1V0E3P6	unreviewed
NP_002110.1	A0A1V0E3P8	unreviewed
NP_002110.1	A0A1V0E3P9	unreviewed
NP_002110.1	A0A1V0E3Q1	unreviewed
NP_002110.1	A0A1V0E3Q2	unreviewed
NP_002110.1	A0A1V0E3Q3	unreviewed
NP_002110.1	A0A1V0E3Q4	unreviewed
NP_002110.1	A0A1V0E3Q5	unreviewed
NP_002110.1	A0A1V0E3Q6	unreviewed
NP_002110.1	A0A1V0E3Q7	unreviewed
NP_002110.1	A0A1V0E3Q8	unreviewed
NP_002110.1	A0A1V0E3R0	unreviewed
NP_002110.1	A0A1V0E3R3	unreviewed
NP_002110.1	A0A1V0E3R4	unreviewed
NP_002110.1	A0A1V0E3R6	unreviewed
NP_002110.1	A0A1V0E3R8	unreviewed
NP_002110.1	A0A1V0E3S0	unreviewed
NP_002110.1	A0A1V0E3S4	unreviewed
NP_002110.1	A0A1V0E3S6	unreviewed
NP_002110.1	A0A1V0E3S7	unreviewed
NP_002110.1	A0A1V0E3T1	unreviewed
NP_002110.1	X5CF87	unreviewed
NP_003417.2	Q16587	reviewed
NP_000395.2	P16278	reviewed
NP_001073936.1	Q9ULV0	reviewed
NP_001073936.1	Q7Z7A5	unreviewed
NP_001209.1	O43570	reviewed
NP_058431.2	P46108	reviewed
NP_058431.2	A0A0S2Z3Q4	unreviewed
NP_058431.2	L7RT18	unreviewed
NP_004923.1	P55285	reviewed
NP_002351.1	O60675	reviewed
NP_002351.1	A0A024R804	unreviewed
NP_003499.1	O00144	reviewed
NP_003916.1	O95243	reviewed
NP_001037770.1	Q8IYB5	reviewed
NP_056257.1	Q9H9A5	reviewed
NP_000534.3	P17405	reviewed
NP_000534.3	Q59EN6	unreviewed
NP_006100.2	O14744	reviewed
NP_004064.2	Q9H4B4	reviewed
NP_000631.1	Q14627	reviewed
NP_000689.1	P09917	reviewed
NP_113641.2	Q9H098	reviewed
NP_005593.2	O75508	reviewed
NP_003798.2	O43557	reviewed
NP_000053.2	P05155	reviewed
NP_000053.2	E9KL26	unreviewed
NP_061879.2	Q6FIF0	reviewed
NP_997647.1	P02751	reviewed
NP_997647.1	Q6MZM7	unreviewed
NP_997647.1	Q9UQS6	unreviewed
NP_115648.2	Q9H063	reviewed
NP_036216.2	P49448	reviewed
NP_036216.2	A0A140VK14	unreviewed
NP_005080.1	Q15696	reviewed
NP_060190.2	Q9UGK3	reviewed
NP_059345.1	Q9UQB8	reviewed
NP_001077362.1	Q13033	reviewed
NP_116142.1	Q96IS3	reviewed
NP_004239.1	P49683	reviewed
NP_004239.1	A5JUU5	unreviewed
NP_060295.1	Q9NX46	reviewed
NP_660295.2	Q96DA0	reviewed
NP_660295.2	G8H6I3	unreviewed
NP_573568.1	Q8TF64	reviewed
NP_060954.1	Q9NSA0	reviewed
NP_056069.2	Q9NQT8	reviewed
NP_055758.1	Q9Y6X8	reviewed
NP_057709.2	Q96IZ7	reviewed
NP_036601.2	O94906	reviewed
NP_055402.2	P57073	reviewed
NP_694565.1	Q9BX46	reviewed
NP_002332.1	Q06643	reviewed
NP_002332.1	Q5STB2	unreviewed
NP_003371.2	P08670	reviewed
NP_003371.2	V9HWE1	unreviewed
NP_057332.1	Q9UKA4	reviewed
NP_004582.1	P78556	reviewed
NP_055831.1	O60307	reviewed
NP_001715.1	P07738	reviewed
NP_001715.1	A0A024R782	unreviewed
NP_006170.1	P34130	reviewed
NP_006170.1	A0A024QZE4	unreviewed
NP_003336.1	P63279	reviewed
NP_003336.1	A8K503	unreviewed
NP_005130.1	P12429	reviewed
NP_001027024.3	Q1MX18	reviewed
NP_001400.3	O75095	reviewed
NP_008835.5	P78527	reviewed
NP_036590.1	Q9Y5L4	reviewed
NP_542155.1	P35236	reviewed
NP_542155.1	A0A024R9A7	unreviewed
NP_060414.3	Q96K76	reviewed
NP_005238.1	P11487	reviewed
NP_005238.1	A0A7U3JVY0	unreviewed
NP_057217.2	Q9Y5U4	reviewed
NP_057217.2	A0A024RAI2	unreviewed
NP_003655.3	O00203	reviewed
NP_003655.3	A0A0S2Z5J4	unreviewed
NP_612372.1	Q96GE4	reviewed
NP_065821.1	Q9P2M7	reviewed
NP_005620.1	P48029	reviewed
NP_005620.1	X5D9C4	unreviewed
NP_001755.1	P29016	reviewed
NP_071380.1	O43745	reviewed
NP_291032.2	P20036	reviewed
NP_291032.2	X5CKE2	unreviewed
NP_004394.1	O60443	reviewed
NP_004394.1	A0A024RA58	unreviewed
NP_006382.1	O95373	reviewed
NP_006382.1	B3KNG9	unreviewed
NP_008996.1	Q16543	reviewed
NP_008996.1	A0A024R7B7	unreviewed
NP_005574.2	P12980	reviewed
NP_067058.1	Q9UBC2	reviewed
NP_075044.2	Q9H165	reviewed
NP_075044.2	D9YZW0	unreviewed
NP_002625.1	P35232	reviewed
NP_002625.1	A8K401	unreviewed
NP_002625.1	Q53FV0	unreviewed
NP_004099.2	Q15485	reviewed
NP_005438.2	O75901	reviewed
NP_061885.2	Q9HAU0	reviewed
NP_001087240.1	Q16881	reviewed
NP_001243.1	P32970	reviewed
NP_001243.1	A0A0U5JA32	unreviewed
NP_001034229.1	Q9GZN8	reviewed
NP_008931.1	O00322	reviewed
NP_005227.1	Q92889	reviewed
NP_005227.1	A0A1W1GSK9	unreviewed
NP_663777.1	Q13114	reviewed
NP_036384.1	O14948	reviewed
NP_689479.1	Q9BTP7	reviewed
NP_689479.1	A0A0S2Z5V6	unreviewed
NP_004022.2	Q92985	reviewed
NP_005116.1	O14618	reviewed
NP_001035982.1	Q9NSV4	reviewed
NP_001035982.1	B4DPV3	unreviewed
NP_477511.1	Q969E8	reviewed
NP_477511.1	A0A024R9U9	unreviewed
NP_004681.1	O95835	reviewed
NP_005731.1	O96015	reviewed
NP_001691.1	P20160	reviewed
NP_004095.4	P49327	reviewed
NP_060422.4	Q96EY7	reviewed
NP_001506.1	Q13888	reviewed
NP_056164.1	Q6AI39	reviewed
NP_803173.1	Q86Y82	reviewed
NP_659502.2	Q8N2H9	reviewed
NP_659502.2	A0A024R5B1	unreviewed
NP_004154.2	O00194	reviewed
NP_000532.2	P10523	reviewed
NP_065976.2	Q5VU97	reviewed
NP_065976.2	A0A0A0MQY7	unreviewed
NP_002024.1	P22083	reviewed
NP_036555.1	P40429	reviewed
NP_036555.1	A0A384ME37	unreviewed
NP_060915.2	Q9BQE4	reviewed
NP_000408.1	P01589	reviewed
NP_003807.1	Q13443	reviewed
NP_002565.1	Q06830	reviewed
NP_002565.1	A0A384NPQ2	unreviewed
NP_004309.2	Q12797	reviewed
NP_001020018.1	P37173	reviewed
NP_001020018.1	D2JYI1	unreviewed
NP_003230.1	P10600	reviewed
NP_003230.1	A5YM40	unreviewed
NP_003230.1	B3KVH9	unreviewed
NP_006837.2	Q9NQ38	reviewed
NP_543157.1	Q16643	reviewed
NP_000303.1	P04070	reviewed
NP_003846.1	Q13478	reviewed
NP_000859.1	P28335	reviewed
NP_003016.1	Q99961	reviewed
NP_003016.1	Q6FGM0	unreviewed
NP_004270.2	O75439	reviewed
NP_004270.2	B3KM34	unreviewed
NP_004270.2	Q96CP5	unreviewed
NP_000012.1	P49768	reviewed
NP_000012.1	A0A024R6A3	unreviewed
NP_000424.2	P19878	reviewed
NP_000424.2	A0A0S2Z457	unreviewed
NP_055760.1	O94929	reviewed
NP_006295.1	P60896	reviewed
NP_006295.1	Q6IBB7	unreviewed
NP_005029.1	Q08752	reviewed
NP_005029.1	E5KN55	unreviewed
NP_005606.1	Q93091	reviewed
NP_005606.1	Q6IB39	unreviewed
NP_005255.1	P56159	reviewed
NP_055635.3	O94826	reviewed
NP_036259.2	Q9ULV3	reviewed
NP_036259.2	A0A024R885	unreviewed
NP_005906.2	Q14566	reviewed
NP_008952.1	Q9NTK1	reviewed
NP_000831.2	Q14832	reviewed
NP_000831.2	A4D1D0	unreviewed
NP_005423.1	O43542	reviewed
NP_005423.1	Q53XC8	unreviewed
NP_067001.3	Q9NPC3	reviewed
NP_067001.3	A0A384MR52	unreviewed
NP_056293.4	Q9Y468	reviewed
NP_003303.2	Q16762	reviewed
NP_003303.2	A0A384NKQ2	unreviewed
NP_149111.1	Q969F2	reviewed
NP_002764.1	Q16651	reviewed
NP_938015.1	Q8NB12	reviewed
NP_938015.1	Q5HYE8	unreviewed
NP_003323.1	O43914	reviewed
NP_857593.1	O43278	reviewed
NP_005312.1	P10412	reviewed
NP_005312.1	A3R0T8	unreviewed
NP_006103.1	Q9UNP9	reviewed
NP_001606.1	P63267	reviewed
NP_647593.1	O00499	reviewed
NP_647593.1	A0A024RAF1	unreviewed
NP_001416.1	P54852	reviewed
NP_001416.1	A0A024QZF8	unreviewed
NP_004783.2	Q13427	reviewed
NP_110414.1	Q9BXR6	reviewed
NP_005347.3	P06239	reviewed
NP_005347.3	A0A0S2Z3Y8	unreviewed
NP_006542.1	O95969	reviewed
NP_037403.1	Q9UHG2	reviewed
NP_057643.1	Q8IYB4	reviewed
NP_945319.1	Q86YF9	reviewed
NP_945319.1	B3KSP1	unreviewed
NP_001962.3	Q9UNI1	reviewed
NP_056079.1	Q6ICG6	reviewed
NP_000457.1	O43933	reviewed
NP_722549.2	Q8N4C8	reviewed
NP_008957.1	O95147	reviewed
NP_008957.1	Q6FI36	unreviewed
NP_067638.3	Q9HBA0	reviewed
NP_055206.2	Q15327	reviewed
NP_055206.2	A0A384NYH5	unreviewed
NP_006283.1	Q99816	reviewed
NP_057355.2	Q8WVD3	reviewed
NP_057355.2	A0A140VJT9	unreviewed
NP_004110.2	P36888	reviewed
NP_955362.1	Q9NSB8	reviewed
NP_000384.2	P05997	reviewed
NP_579875.1	Q8TAE7	reviewed
NP_002055.1	P35754	reviewed
NP_002055.1	A0A024RAM2	unreviewed
NP_005411.1	P49888	reviewed
NP_005411.1	Q53X91	unreviewed
NP_001070667.1	Q8WXA9	reviewed
NP_004718.1	O60721	reviewed
NP_003396.1	Q04917	reviewed
NP_003396.1	A0A024R1K7	unreviewed
NP_003396.1	Q9H4N8	unreviewed
NP_002651.2	P19174	reviewed
NP_002651.2	Q4LE43	unreviewed
NP_002651.2	Q9UFY1	unreviewed
NP_060243.2	Q8IWV1	reviewed
NP_115708.1	Q9BRX9	reviewed
NP_203699.1	P29400	reviewed
NP_203699.1	A7MBN3	unreviewed
NP_203699.1	Q49AM6	unreviewed
NP_000016.1	P13945	reviewed
NP_000016.1	A8KAG8	unreviewed
NP_006247.1	Q16513	reviewed
NP_003325.2	P22314	reviewed
NP_003325.2	A0A024R1A3	unreviewed
NP_659495.1	Q969X0	reviewed
NP_036218.1	Q9Y5Q9	reviewed
NP_000295.1	Q01453	reviewed
NP_000295.1	Q6FH25	unreviewed
NP_000506.2	P01241	reviewed
NP_000506.2	B1A4G6	unreviewed
NP_620775.2	Q6UWZ7	reviewed
NP_000045.1	P30518	reviewed
NP_000610.2	P01579	reviewed
NP_000610.2	A0A7R8GUN6	unreviewed
NP_001531.1	P04792	reviewed
NP_001531.1	V9HW43	unreviewed
NP_003077.2	Q5SXM2	reviewed
NP_003077.2	A0A024R8F4	unreviewed
NP_009134.1	Q9Y2D5	reviewed
NP_077309.1	Q9BTV5	reviewed
NP_065797.2	Q7Z434	reviewed
NP_003497.2	O60353	reviewed
NP_003497.2	A0A024R9E9	unreviewed
NP_003497.2	B4E236	unreviewed
NP_067007.3	O95873	reviewed
NP_067007.3	A0A1U9X7F2	unreviewed
NP_067007.3	Q9UMP7	unreviewed
NP_003471.1	Q13361	reviewed
NP_003471.1	B3KW70	unreviewed
NP_116558.1	P19387	reviewed
NP_116558.1	Q6FGR6	unreviewed
NP_005089.2	O60682	reviewed
NP_002225.2	P22460	reviewed
NP_056968.1	O43462	reviewed
NP_001721.2	Q13887	reviewed
NP_001721.2	Q5T6X2	unreviewed
NP_001662.1	P07306	reviewed
NP_001662.1	Q6FGQ5	unreviewed
NP_000065.1	P29965	reviewed
NP_919437.1	O00522	reviewed
NP_919437.1	A4D1F7	unreviewed
NP_055800.2	O94986	reviewed
NP_055800.2	Q3B7A2	unreviewed
NP_001250.1	Q00534	reviewed
NP_002429.1	P22897	reviewed
NP_055053.1	Q8IVT5	reviewed
NP_057375.2	Q9UHH9	reviewed
NP_057375.2	B2RCP4	unreviewed
NP_004057.1	Q12798	reviewed
NP_004057.1	A0A140VJG3	unreviewed
NP_006215.1	Q00169	reviewed
NP_006215.1	V9HWC5	unreviewed
NP_055555.1	P38919	reviewed
NP_055555.1	A0A024R8W0	unreviewed
NP_055950.1	Q92621	reviewed
NP_003964.3	P50914	reviewed
NP_006381.2	O15397	reviewed
NP_004544.1	O75380	reviewed
NP_004544.1	Q6IBC4	unreviewed
NP_000811.1	Q14393	reviewed
NP_057137.1	Q9Y3C0	reviewed
NP_612634.3	Q8NBV8	reviewed
NP_060277.1	Q9NPF4	reviewed
NP_113621.1	Q9BY79	reviewed
NP_536350.2	P63092	reviewed
NP_536350.2	Q5JWF2	reviewed
NP_005645.1	P10589	reviewed
NP_037380.1	Q9UKK6	reviewed
NP_057068.1	Q9Y5K5	reviewed
NP_071322.1	P57775	reviewed
NP_071322.1	A0A384P5X9	unreviewed
NP_055113.2	Q15274	reviewed
NP_055113.2	B4DDH4	unreviewed
NP_055113.2	V9HWJ5	unreviewed
NP_079108.3	Q8TB24	reviewed
NP_079108.3	Q6NSK7	unreviewed
NP_079108.3	Q86U22	unreviewed
NP_002211.1	P23677	reviewed
NP_001028253.1	P12524	reviewed
NP_001005339.1	O43665	reviewed
NP_055793.1	Q9UPU3	reviewed
NP_055793.1	Q86XB2	unreviewed
NP_067023.1	Q9UF11	reviewed
NP_067023.1	A0A024R5H9	unreviewed
NP_597712.2	Q96A84	reviewed
NP_000231.1	P21397	reviewed
NP_000231.1	Q49A63	unreviewed
NP_000231.1	Q53YE7	unreviewed
NP_001777.1	P06493	reviewed
NP_001777.1	I6L9I5	unreviewed
NP_005494.2	Q99767	reviewed
NP_005494.2	Q59G28	unreviewed
